初始文件名,最终文件名,嵌入字符串,编码模式,编码长度
（pid=39578544）背景!!_p88_cropped_at_500.bmp,（pid=39578544）背景!!_p88_cropped_at_500_output_2023-07-01-19-15-19.bmp,😠,utf-32,1
（pid=39578544）背景!!_p89_cropped_at_500.bmp,（pid=39578544）背景!!_p89_cropped_at_500_output_2023-07-01-19-15-24.bmp,😨😎,utf-32,2
（pid=39578544）背景!!_p8_cropped_at_500.bmp,（pid=39578544）背景!!_p8_cropped_at_500_output_2023-07-01-19-15-29.bmp,😪😧😪,utf-32,3
（pid=39578544）背景!!_p90_cropped_at_500.bmp,（pid=39578544）背景!!_p90_cropped_at_500_output_2023-07-01-19-15-34.bmp,😈😸🙁😆😍,utf-32,5
（pid=39578544）背景!!_p91_cropped_at_500.bmp,（pid=39578544）背景!!_p91_cropped_at_500_output_2023-07-01-19-15-39.bmp,😾😷😨😎😠😲😨😨🙀😨,utf-32,10
（pid=39578544）背景!!_p92_cropped_at_500.bmp,（pid=39578544）背景!!_p92_cropped_at_500_output_2023-07-01-19-15-44.bmp,😢😅😧😴😜😗😴😍😑😅🙎😒😇😜🙅😺😤🙈🙊😥😦😚😟😞😸,utf-32,25
（pid=39578544）背景!!_p93_cropped_at_500.bmp,（pid=39578544）背景!!_p93_cropped_at_500_output_2023-07-01-19-15-49.bmp,🙁🙊😧🙋😰😰😄😫😥😲😛🙇😜😱😹😛😈😇🙈🙃😊😤😬😧😑😄😇😦😪😝🙄😮😝😆😜🙄😢😰🙅😡🙅🙍😾😃😼🙉😣😑😙😥,utf-32,50
（pid=39578544）背景!!_p94_cropped_at_500.bmp,（pid=39578544）背景!!_p94_cropped_at_500_output_2023-07-01-19-15-54.bmp,😂😰😟😤😊😎😴😾😁🙌😘😈😚😹😙🙂😆😥😓😃😒😡😺😙😆🙌🙈😅😛😰🙅🙈😗😾🙆😔😗😫🙈😨😃😊😻🙍😳😑😵😫😻😗😭😓😮🙉🙂😟😆😕😈🙊😡😂😖😝😑😻🙊😓🙌🙀😨😥🙇😱😾😕😨😑😞😉🙋😺😑🙈😨😛😮😄😲😛😰😘😖😍😭😗😰😂😱😦,utf-32,100
（pid=39578544）背景!!_p9_cropped_at_500.bmp,（pid=39578544）背景!!_p9_cropped_at_500_output_2023-07-01-19-15-59.bmp,😔😧😼😔😯😠😙😶😑😗😚😥😓😂😳😳🙄🙍😦😃😫😪😤😇🙂😔😪😡😾😆🙂🙉😨😇😼😱😅🙆😟😂😂😇😾😗😐😐🙈🙋😃😾🙇😔😧😴😧😒😐😪😸😅😅😼🙉😧😁😻😓😙😱😦😞😁😏😠😲😳😢🙍😔😩😲😦😪🙃😏😘😳🙂😈😔😒😽😥😏😑😆😉🙁😌😢😫😌🙊🙆🙉🙋😸🙉🙍😡😘😬😫🙊🙅🙌😺😏😹😫😛😳😃😛😥😙😚🙍😃😙😃😩😺😯😘😙😻😶😦🙌😄😧😷😖😽😒🙆😺🙉🙂😂🙉😊😎🙍😻😡😣🙅😢😭😸😕😘😸😫😜😭😇😪😛😤😉😘😵🙌😹😡🙋😪😄😞😖😦😄😌😭😿🙃🙆😓😵😴😷😑🙆😪🙌😵😯😥🙍🙇🙄😎😞😅😖🙆😭😚😰😭😬😆😶😣😢😱🙂😹😐😸😫😼😌😋🙎😗😥😤😷😬😙😒😆😘😗🙆😸😗🙉🙂😣😪😄😍😋😁😎,utf-32,250
（pid=51144542）夕暮れ背景メイキング_cropped_at_500.bmp,（pid=51144542）夕暮れ背景メイキング_cropped_at_500_output_2023-07-01-19-16-04.bmp,😸🙋😳😿😁😒😉😦😏😟😹😎🙁😢😁😘😦😚😰😘😎😒🙄😰🙆🙍🙅😕😌😛😪😾😟😃😍😎😕😮😉😟😲😭😿😧😏😵😂😤😕😿😄😞😶😎😮😨😣😤😶😞😦🙉🙅🙍🙅🙁😏😜🙅😪😨😓😖😲🙉😷😳😕😵😟😢😔😹😴😅😝🙈😌😗😿😿😲😱🙋😦😮😔🙋😔😄😛😊😌😔😐😔😞😙😼😇🙋😑😔😆🙋🙀🙍🙃😊😉😍😡🙄😷😫😜😤😸😄😮😜😆😺😾😸😕😍😠🙁😩🙈😥😬😤😸🙄😅😺😔😩😅😎😫🙄😘😬😵😘😩😅😒😩😡😒🙋🙀😌😸😭😬😵😥😜😥😹😦😶😛🙂😴😱🙊😺😡😩😃😃😡😒😋😪🙆🙌😺😔😑😿😍😮😹🙎😓😸😸😡😋😣🙅😼😱😍😍🙃😴🙆😄🙂😅😞😆😹😵🙄😮😛😺😒😢😢😶😯😿😈😜😤😧🙅😔😉😭😴😼😾😔😿😅😸😒😤😤😵🙈🙆🙃😆😫🙌😱😲😥😼😾🙌😜😞😧😌😞🙄😮😴😬😥😾😭😸😲😨😛😄😽😍😬🙌🙆😔😍🙃🙃😺🙆😒😛😊😶😻😴😮😬🙁😄🙅😽🙊😴😪😏😠😖🙅😙😜😑🙇🙊🙅😵🙅😒😳😦😘😣😮😲😣😤😿😱🙉😪😢😴🙅😕😰😷😖😱🙀😸😤😍😳😲😔🙀😓😌😡😳😳😦😭😑😤😒🙅😚😩😼🙅😫😜😗😱😼😠😒😙🙉😃😚😼😻🙊😑😹😿😴😾😶🙋🙇🙇🙀😕😁🙀😆😊🙉😮😽😼🙅😘😘🙉😖😉😁😠😞😵😩😂🙄🙌😒😊🙈😲😜😨😬😃😑😮😤😮😡😃😲🙅😃😥😙🙌😦😽😸🙍😧😋😜😚😻😃😬😐🙍😌🙂😓😑😏😤😕🙊😳😯😙😥😣😛😉🙎😏😉🙄😁🙃😷😠🙆🙀😾🙁😟😖😝😾😈😜🙎😛😾😺😡😺🙆🙃😊😛😶😂😤😻😈😴🙍😌🙀😲😑😆😊🙁🙆,utf-32,500
